ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode,fare_per_km
R10824,D240,U327,Bengaluru,2025-10-08,4.83,434.03,Completed,3.2,Card,89.86128364389234
R10825,D045,U193,Hyderabad,2025-07-23,11.54,789.18,Cancelled,4.6,UPI,68.38648180242635
R10826,D010,U060,Chennai,2025-10-08,16.55,406.25,Completed,4.9,Cash,24.54682779456193
R10827,D281,U369,Hyderabad,2025-08-10,16.19,353.77,Completed,3.7,Cash,21.851142680667074
R10828,D147,U248,Pune,2025-08-07,5.88,578.67,Completed,3.9,Cash,98.41326530612244
R10829,D103,U441,Pune,2025-10-09,8.02,133.31,Completed,3.3,UPI,16.622194513715712
R10830,D216,U649,Hyderabad,2025-08-15,8.86,487.91,Completed,3.5,Card,55.068848758465016
R10831,D273,U165,Chennai,2025-08-23,2.76,340.93,Completed,4.8,Card,123.52536231884059
R10832,D152,U746,Hyderabad,2025-07-29,5.53,405.8,Completed,3.9,Cash,73.38155515370705
R10833,D079,U077,Hyderabad,2025-07-05,18.48,59.44,Completed,3.4,Cash,3.2164502164502164
R10834,D097,U746,Hyderabad,2025-07-06,19.93,658.96,Completed,4.1,Cash,33.06372303060713
R10835,D279,U411,Bengaluru,2025-07-17,2.57,323.43,Completed,4.5,Cash,125.84824902723736
R10836,D205,U595,Hyderabad,2025-07-28,14.94,443.12,Completed,4.3,UPI,29.65997322623829
R10837,D214,U606,Hyderabad,2025-09-04,11.26,746.66,Completed,4.3,UPI,66.31083481349911
R10838,D010,U771,Kochi,2025-07-28,16.62,287.72,Completed,3.5,Cash,17.31167268351384
R10839,D265,U231,Kochi,2025-07-31,17.23,120.63,Cancelled,4.8,UPI,7.001160766105629
R10840,D079,U262,Chennai,2025-08-14,17.01,285.78,Completed,4.5,Cash,16.80070546737213
R10841,D258,U208,Pune,2025-08-08,13.07,497.54,Completed,4.9,Cash,38.06732976281561
R10842,D295,U423,Bengaluru,2025-09-15,12.6,317.05,Completed,4.9,UPI,25.162698412698415
R10843,D197,U149,Chennai,2025-09-01,5.81,696.54,Completed,4.7,Cash,119.88640275387263
R10844,D290,U122,Kochi,2025-08-18,2.37,551.48,Completed,4.8,UPI,232.69198312236287
R10845,D253,U101,Hyderabad,2025-09-30,7.25,162.79,Completed,4.7,UPI,22.453793103448273
R10846,D072,U324,Chennai,2025-07-12,15.46,782.8,Cancelled,3.6,Card,50.63389391979301
R10847,D057,U539,Bengaluru,2025-07-27,6.36,521.57,Completed,4.6,UPI,82.00786163522012
R10848,D037,U528,Kochi,2025-08-10,16.81,465.42,Completed,3.1,UPI,27.68709101725164
R10849,D016,U113,Chennai,2025-07-23,1.55,272.11,Cancelled,3.2,UPI,175.55483870967743
R10850,D198,U625,Chennai,2025-08-06,8.67,710.97,Completed,4.5,UPI,82.00346020761246
R10851,D110,U406,Kochi,2025-07-10,1.49,109.15,Completed,4.6,Cash,73.25503355704699
R10852,D164,U143,Kochi,2025-08-26,9.82,222.23,Completed,3.3,UPI,22.630346232179225
R10853,D122,U089,Bengaluru,2025-10-01,9.61,206.42,Completed,3.9,UPI,21.47970863683663
R10854,D254,U352,Kochi,2025-07-04,11.68,449.27,Completed,3.2,Cash,38.46489726027397
R10855,D038,U700,Kochi,2025-08-16,17.57,526.49,Completed,3.8,UPI,29.96528173022197
R10856,D161,U149,Kochi,2025-07-06,11.25,726.46,Completed,4.2,UPI,64.57422222222223
R10857,D259,U089,Chennai,2025-07-31,14.65,344.4,Cancelled,3.6,Cash,23.508532423208187
R10858,D052,U275,Kochi,2025-07-30,18.53,212.27,Completed,3.3,Cash,11.45547760388559
R10859,D075,U326,Bengaluru,2025-09-02,18.89,198.37,Completed,4.4,UPI,10.501323451561673
R10860,D251,U487,Bengaluru,2025-09-18,19.62,493.2,Completed,4.1,Card,25.13761467889908
R10861,D131,U087,Pune,2025-07-06,9.82,200.14,Completed,4.8,UPI,20.380855397148675
R10862,D026,U076,Chennai,2025-08-14,1.39,211.55,Completed,4.0,Cash,152.19424460431657
R10863,D189,U455,Pune,2025-07-06,4.74,453.11,Completed,4.2,UPI,95.5928270042194
R10864,D122,U366,Kochi,2025-09-28,7.47,613.17,Completed,3.2,Cash,82.08433734939759
R10865,D298,U765,Chennai,2025-07-31,4.19,68.59,Completed,3.8,UPI,16.369928400954652
R10866,D113,U290,Hyderabad,2025-09-21,7.66,57.54,Completed,3.1,Cash,7.511749347258485
R10867,D041,U249,Bengaluru,2025-08-21,9.14,396.26,Completed,4.5,UPI,43.35448577680525
R10868,D215,U125,Pune,2025-08-10,19.13,327.88,Completed,3.4,UPI,17.139571353894407
R10869,D242,U058,Hyderabad,2025-07-08,5.0,307.78,Completed,4.6,UPI,61.556
R10870,D029,U540,Hyderabad,2025-07-17,9.54,731.21,Completed,4.8,UPI,76.64675052410902
R10871,D100,U754,Hyderabad,2025-09-11,14.09,332.99,Completed,4.8,Cash,23.63307310149042
R10872,D116,U748,Kochi,2025-07-14,16.21,582.81,Completed,3.5,UPI,35.95373226403454
R10873,D026,U171,Pune,2025-08-07,9.3,456.0,Completed,3.9,UPI,49.03225806451613
R10874,D270,U732,Chennai,2025-07-15,15.04,551.68,Cancelled,3.9,UPI,36.680851063829785
R10875,D240,U264,Chennai,2025-09-03,16.64,333.89,Completed,3.7,UPI,20.065504807692307
R10876,D118,U183,Hyderabad,2025-08-18,12.0,197.7,Completed,3.4,UPI,16.474999999999998
R10877,D162,U071,Pune,2025-09-15,11.9,596.48,Completed,3.2,Cash,50.12436974789916
R10878,D258,U582,Pune,2025-07-22,15.4,321.38,Completed,4.2,Cash,20.868831168831168
R10879,D045,U784,Bengaluru,2025-08-02,15.69,687.9,Completed,4.8,Cash,43.84321223709369
R10880,D072,U269,Pune,2025-08-10,19.21,775.56,Completed,4.4,Cash,40.37272254034357
R10881,D266,U346,Pune,2025-08-05,11.24,102.86,Completed,4.0,UPI,9.151245551601424
R10882,D228,U358,Bengaluru,2025-09-13,13.18,482.94,Completed,3.4,UPI,36.64188163884674
R10883,D262,U337,Kochi,2025-09-11,14.4,797.3,Completed,3.8,UPI,55.36805555555555
R10884,D081,U669,Hyderabad,2025-07-04,4.28,290.74,Completed,3.5,Cash,67.92990654205607
R10885,D123,U380,Chennai,2025-10-07,14.65,544.23,Cancelled,3.3,UPI,37.14880546075085
R10886,D028,U480,Chennai,2025-09-16,4.98,177.48,Completed,4.6,UPI,35.63855421686746
R10887,D152,U036,Hyderabad,2025-09-29,15.58,524.55,Cancelled,4.1,Cash,33.66816431322208
R10888,D269,U028,Kochi,2025-07-30,7.55,427.28,Completed,3.9,UPI,56.5933774834437
R10889,D170,U434,Kochi,2025-09-03,14.06,635.98,Completed,3.6,UPI,45.233285917496445
R10890,D168,U588,Bengaluru,2025-08-29,1.59,739.9,Completed,4.3,UPI,465.3459119496855
R10891,D278,U183,Hyderabad,2025-07-18,7.47,446.67,Completed,4.2,Cash,59.79518072289157
R10892,D218,U171,Bengaluru,2025-07-27,17.52,206.07,Completed,4.3,UPI,11.761986301369863
R10893,D182,U290,Bengaluru,2025-09-19,7.74,253.14,Completed,3.8,UPI,32.70542635658914
R10894,D191,U305,Chennai,2025-08-09,5.79,772.97,Completed,3.7,UPI,133.50086355785837
R10895,D137,U652,Hyderabad,2025-08-16,11.1,432.87,Completed,3.5,Cash,38.9972972972973
R10896,D227,U576,Hyderabad,2025-09-14,5.04,537.87,Completed,4.3,Cash,106.7202380952381
R10897,D074,U023,Chennai,2025-08-25,17.45,549.01,Completed,4.0,Cash,31.461891117478512
R10898,D285,U111,Chennai,2025-07-06,5.75,436.88,Completed,4.2,Cash,75.9791304347826
R10899,D117,U459,Bengaluru,2025-10-07,12.52,61.22,Completed,3.7,UPI,4.889776357827476
R10900,D030,U692,Chennai,2025-07-15,5.85,86.3,Cancelled,3.9,UPI,14.752136752136753
R10901,D152,U735,Bengaluru,2025-09-02,19.67,774.04,Completed,3.5,UPI,39.35129639044229
R10902,D153,U312,Hyderabad,2025-09-13,2.31,505.97,Completed,3.5,Cash,219.03463203463204
R10903,D044,U587,Pune,2025-08-14,2.75,228.22,Cancelled,4.4,UPI,82.9890909090909
R10904,D269,U484,Bengaluru,2025-07-02,15.19,674.02,Completed,3.2,Card,44.372613561553656
R10905,D272,U488,Pune,2025-09-27,15.38,224.9,Completed,4.2,UPI,14.622886866059817
R10906,D165,U146,Hyderabad,2025-10-06,14.61,203.99,Completed,4.8,UPI,13.962354551676935
R10907,D196,U605,Bengaluru,2025-08-03,8.9,220.18,Completed,4.1,UPI,24.73932584269663
R10908,D242,U074,Hyderabad,2025-10-09,10.2,196.95,Cancelled,4.1,UPI,19.308823529411764
R10909,D269,U644,Chennai,2025-07-01,4.18,325.53,Completed,4.9,UPI,77.877990430622
R10910,D145,U765,Chennai,2025-09-26,9.29,783.68,Completed,3.3,UPI,84.35737351991389
R10911,D182,U522,Kochi,2025-07-14,5.99,539.33,Completed,4.8,Card,90.03839732888147
R10912,D161,U023,Chennai,2025-09-12,3.12,301.97,Completed,4.6,UPI,96.78525641025641
R10913,D224,U663,Pune,2025-07-15,12.03,655.04,Completed,4.7,Cash,54.45054031587697
R10914,D191,U687,Pune,2025-09-06,12.66,242.33,Completed,4.1,Card,19.14139020537125
R10915,D070,U763,Chennai,2025-09-29,10.53,431.02,Completed,3.4,UPI,40.932573599240264
R10916,D145,U723,Kochi,2025-07-19,6.99,208.31,Completed,3.4,UPI,29.801144492131616
R10917,D056,U551,Hyderabad,2025-10-06,4.52,155.26,Completed,4.5,UPI,34.349557522123895
R10918,D202,U260,Hyderabad,2025-07-24,3.75,440.97,Cancelled,3.4,UPI,117.59200000000001
R10919,D199,U044,Hyderabad,2025-09-14,12.93,611.77,Completed,4.3,Cash,47.31399845320959
R10920,D048,U120,Hyderabad,2025-08-21,10.8,140.95,Completed,4.8,UPI,13.050925925925924
R10921,D084,U253,Pune,2025-08-26,17.78,498.74,Completed,4.9,Cash,28.050618672665916
R10922,D103,U111,Chennai,2025-09-13,2.16,422.62,Completed,4.8,Cash,195.6574074074074
R10923,D025,U085,Hyderabad,2025-08-02,7.9,634.04,Completed,3.2,Cash,80.25822784810126
R10924,D226,U222,Pune,2025-10-05,4.76,420.67,Completed,3.2,UPI,88.37605042016807
R10925,D084,U199,Chennai,2025-07-01,17.72,245.85,Completed,3.1,Card,13.874153498871332
R10926,D061,U751,Kochi,2025-09-03,18.73,430.14,Completed,3.0,UPI,22.965296316070475
R10927,D080,U028,Pune,2025-08-04,10.62,542.71,Completed,4.5,Card,51.10263653483993
R10928,D165,U368,Chennai,2025-07-26,9.35,279.61,Completed,4.5,Cash,29.9048128342246
R10929,D140,U533,Kochi,2025-10-01,7.73,95.38,Completed,3.1,UPI,12.338939197930141
R10930,D070,U273,Pune,2025-09-13,10.1,385.66,Completed,4.7,UPI,38.18415841584159
R10931,D052,U079,Bengaluru,2025-08-22,15.66,373.96,Completed,3.6,UPI,23.879948914431672
R10932,D226,U138,Bengaluru,2025-07-30,4.89,286.58,Completed,4.2,UPI,58.605316973415135
R10933,D125,U520,Chennai,2025-08-20,9.59,243.4,Completed,4.8,UPI,25.380604796663192
R10934,D166,U273,Chennai,2025-08-16,1.81,333.14,Cancelled,3.5,UPI,184.0552486187845
R10935,D020,U712,Pune,2025-07-25,10.9,591.34,Completed,4.1,Cash,54.25137614678899
R10936,D220,U034,Chennai,2025-09-09,14.48,504.45,Completed,4.9,Cash,34.83770718232044
R10937,D190,U594,Pune,2025-07-29,10.13,211.1,Cancelled,4.7,UPI,20.8390918065153
R10938,D091,U689,Chennai,2025-07-12,10.62,466.28,Completed,4.1,UPI,43.90583804143126
R10939,D193,U784,Hyderabad,2025-08-06,1.68,138.88,Completed,3.7,Cash,82.66666666666667
R10940,D290,U104,Chennai,2025-07-08,4.91,483.13,Completed,4.7,UPI,98.39714867617107
R10941,D265,U640,Kochi,2025-08-02,1.79,352.3,Completed,4.0,Card,196.81564245810057
R10942,D182,U179,Bengaluru,2025-07-11,5.57,103.13,Completed,3.9,UPI,18.515260323159783
R10943,D188,U448,Chennai,2025-09-18,18.22,772.84,Completed,4.4,UPI,42.41712403951702
R10944,D297,U153,Hyderabad,2025-08-23,8.23,179.59,Completed,4.8,UPI,21.82138517618469
R10945,D124,U458,Chennai,2025-07-08,10.11,525.0,Completed,4.6,UPI,51.92878338278932
R10946,D093,U036,Pune,2025-08-19,17.77,224.43,Completed,3.9,UPI,12.629712999437254
R10947,D204,U373,Pune,2025-10-07,17.5,750.86,Completed,3.0,UPI,42.906285714285715
R10948,D025,U366,Chennai,2025-08-22,19.15,103.66,Completed,3.7,UPI,5.413054830287207
R10949,D164,U140,Kochi,2025-09-11,5.79,401.45,Completed,3.5,Cash,69.33506044905009
R10950,D015,U083,Chennai,2025-08-15,8.47,751.39,Cancelled,3.2,Cash,88.71192443919716
R10951,D005,U588,Bengaluru,2025-07-07,8.58,200.64,Completed,4.2,UPI,23.384615384615383
R10952,D138,U133,Hyderabad,2025-08-15,1.45,452.55,Completed,3.1,Card,312.1034482758621
R10953,D222,U343,Chennai,2025-10-06,9.29,60.67,Completed,4.7,Cash,6.5306781485468255
R10954,D144,U670,Bengaluru,2025-09-10,8.71,167.8,Completed,3.1,Card,19.265212399540758
R10955,D165,U325,Bengaluru,2025-07-24,11.85,600.27,Completed,3.2,Cash,50.655696202531644
R10956,D066,U153,Hyderabad,2025-07-05,14.51,367.63,Completed,3.5,UPI,25.33631977946244
R10957,D281,U194,Chennai,2025-07-25,3.24,259.87,Completed,3.6,UPI,80.20679012345678
R10958,D213,U657,Pune,2025-08-12,14.26,374.31,Completed,4.0,Cash,26.248948106591865
R10959,D227,U782,Pune,2025-09-29,10.31,719.73,Completed,3.9,Card,69.80892337536372
R10960,D275,U570,Hyderabad,2025-08-21,5.32,65.29,Completed,4.3,Card,12.272556390977444
R10961,D177,U756,Hyderabad,2025-09-07,10.14,400.94,Cancelled,4.2,UPI,39.54043392504931
R10962,D133,U064,Kochi,2025-09-11,17.77,319.5,Completed,3.9,UPI,17.97974113674733
R10963,D288,U315,Pune,2025-07-12,16.95,293.59,Completed,3.4,Card,17.32094395280236
R10964,D269,U549,Chennai,2025-08-16,18.15,787.14,Completed,3.2,UPI,43.368595041322315
R10965,D187,U742,Pune,2025-08-31,2.07,782.0,Completed,3.5,UPI,377.7777777777778
R10966,D250,U112,Pune,2025-08-26,13.2,648.92,Completed,3.2,Cash,49.16060606060606
R10967,D265,U530,Chennai,2025-10-01,14.39,99.46,Cancelled,4.0,Cash,6.91174426685198
R10968,D165,U310,Kochi,2025-10-01,16.39,735.57,Completed,4.9,Card,44.87919463087248
R10969,D133,U462,Chennai,2025-07-21,14.44,598.85,Completed,4.0,Cash,41.47160664819945
R10970,D188,U624,Bengaluru,2025-09-20,12.84,129.47,Cancelled,4.2,UPI,10.083333333333334
R10971,D079,U577,Hyderabad,2025-07-11,3.83,744.89,Completed,4.4,UPI,194.4882506527415
R10972,D006,U627,Hyderabad,2025-07-19,11.17,319.51,Completed,4.6,Cash,28.60429722470904
R10973,D300,U401,Pune,2025-10-06,19.28,343.34,Cancelled,3.3,Cash,17.80809128630705
R10974,D072,U046,Chennai,2025-09-23,14.4,396.4,Completed,4.7,UPI,27.527777777777775
R10975,D128,U265,Hyderabad,2025-09-30,18.45,261.49,Completed,3.6,Cash,14.17289972899729
R10976,D081,U111,Pune,2025-08-17,3.02,595.33,Completed,3.2,UPI,197.1291390728477
R10977,D223,U551,Bengaluru,2025-09-26,18.84,550.24,Completed,3.7,UPI,29.205944798301488
R10978,D078,U409,Bengaluru,2025-08-08,14.15,436.23,Completed,4.8,UPI,30.828975265017668
R10979,D276,U473,Hyderabad,2025-07-15,5.77,233.62,Completed,3.7,UPI,40.48873483535529
R10980,D287,U467,Bengaluru,2025-09-29,1.79,595.1,Completed,3.1,Card,332.4581005586592
R10981,D141,U309,Hyderabad,2025-09-06,13.38,254.71,Completed,4.8,UPI,19.036621823617338
R10982,D184,U785,Hyderabad,2025-07-03,15.02,645.42,Completed,4.1,UPI,42.97070572569907
R10983,D171,U491,Pune,2025-07-01,19.02,291.52,Completed,4.4,UPI,15.327024185068348
R10984,D010,U173,Pune,2025-08-19,2.96,743.57,Completed,3.7,UPI,251.2060810810811
R10985,D167,U078,Chennai,2025-10-07,14.79,293.16,Completed,3.6,Cash,19.821501014198788
R10986,D005,U770,Hyderabad,2025-07-10,11.23,241.36,Completed,3.5,UPI,21.492430988423866
R10987,D037,U757,Bengaluru,2025-08-16,16.71,604.43,Completed,4.4,UPI,36.171753441053255
R10988,D263,U592,Pune,2025-10-07,6.96,184.13,Completed,3.1,UPI,26.455459770114942
R10989,D112,U022,Kochi,2025-07-16,17.02,228.45,Completed,3.1,Cash,13.422444183313749
R10990,D178,U764,Hyderabad,2025-10-09,12.19,495.73,Completed,4.3,UPI,40.66694011484824
R10991,D103,U009,Kochi,2025-09-25,1.85,682.0,Cancelled,4.8,UPI,368.64864864864865
R10992,D045,U185,Chennai,2025-09-12,15.66,462.27,Completed,3.7,UPI,29.519157088122604
R10993,D171,U519,Kochi,2025-07-21,10.8,112.19,Completed,4.1,UPI,10.387962962962963
R10994,D154,U393,Chennai,2025-08-20,16.46,689.65,Cancelled,4.9,UPI,41.89854191980559
R10995,D232,U339,Pune,2025-09-19,5.63,681.9,Completed,3.8,UPI,121.1190053285968
R10996,D158,U668,Pune,2025-08-30,16.07,359.57,Completed,3.8,UPI,22.375233354075917
R10997,D117,U095,Pune,2025-07-06,5.54,585.18,Completed,4.7,Cash,105.62815884476534
R10998,D277,U663,Kochi,2025-09-11,4.18,726.35,Completed,3.8,Card,173.76794258373207
R10999,D086,U353,Pune,2025-08-26,15.99,181.66,Completed,4.0,UPI,11.360850531582239
R11000,D076,U578,Kochi,2025-08-30,7.16,136.66,Cancelled,4.6,Cash,19.08659217877095
R11001,D196,U677,Chennai,2025-08-14,2.46,63.31,Completed,4.5,Cash,25.73577235772358
R11002,D035,U595,Hyderabad,2025-08-13,11.95,194.97,Cancelled,3.4,UPI,16.315481171548118
R11003,D053,U255,Chennai,2025-07-29,1.14,59.86,Completed,3.4,Cash,52.50877192982457
R11004,D099,U394,Bengaluru,2025-07-07,13.74,314.59,Completed,3.1,UPI,22.89592430858806
R11005,D084,U307,Chennai,2025-09-14,9.56,617.06,Completed,4.4,UPI,64.5460251046025
R11006,D172,U766,Chennai,2025-09-03,15.26,655.72,Completed,3.3,Cash,42.96985583224116
R11007,D053,U798,Kochi,2025-10-08,15.19,697.62,Completed,4.9,UPI,45.92626728110599
R11008,D002,U188,Pune,2025-08-10,9.38,445.65,Completed,4.4,Cash,47.51066098081023
R11009,D214,U099,Kochi,2025-09-20,8.36,279.67,Completed,3.1,UPI,33.45334928229666
R11010,D177,U393,Hyderabad,2025-07-25,16.12,214.86,Completed,4.8,Cash,13.3287841191067
R11011,D089,U199,Hyderabad,2025-08-20,1.79,738.51,Completed,4.3,UPI,412.5754189944134
R11012,D274,U623,Chennai,2025-10-06,3.61,723.19,Cancelled,4.4,UPI,200.3296398891967
R11013,D246,U359,Kochi,2025-07-04,17.18,390.53,Cancelled,3.9,UPI,22.731664726426075
R11014,D246,U753,Chennai,2025-07-15,15.83,212.58,Completed,4.0,UPI,13.42893240682249
R11015,D280,U382,Bengaluru,2025-09-16,9.7,309.52,Completed,4.4,Cash,31.909278350515464
R11016,D174,U718,Chennai,2025-09-14,19.72,162.42,Completed,4.9,Cash,8.23630831643002
R11017,D148,U107,Chennai,2025-09-19,9.09,306.66,Completed,3.0,UPI,33.73597359735974
R11018,D223,U420,Pune,2025-08-12,13.67,313.7,Completed,4.0,UPI,22.94806144842721
R11019,D075,U151,Pune,2025-08-14,11.55,87.81,Completed,3.4,Cash,7.602597402597402
R11020,D280,U426,Kochi,2025-08-13,19.61,342.72,Completed,4.2,Card,17.476797552269254
R11021,D158,U517,Kochi,2025-09-11,5.38,597.25,Completed,4.1,UPI,111.01301115241635
R11022,D092,U172,Bengaluru,2025-09-25,9.02,200.14,Completed,3.2,UPI,22.188470066518846
R11023,D131,U271,Chennai,2025-08-18,10.24,62.6,Cancelled,3.3,Card,6.11328125
R11024,D098,U773,Pune,2025-09-08,5.22,442.29,Completed,4.9,Cash,84.72988505747128
R11025,D138,U092,Pune,2025-10-04,7.35,574.09,Completed,3.3,Cash,78.10748299319728
R11026,D105,U374,Kochi,2025-09-03,4.52,282.59,Completed,3.0,Card,62.519911504424776
R11027,D246,U645,Bengaluru,2025-07-09,4.83,80.16,Completed,3.3,UPI,16.596273291925463
R11028,D267,U171,Kochi,2025-10-06,16.7,627.91,Completed,4.3,UPI,37.59940119760479
R11029,D052,U417,Chennai,2025-08-01,18.94,211.26,Completed,3.4,Cash,11.154171066525869
R11030,D090,U016,Bengaluru,2025-08-03,9.18,289.63,Completed,4.8,Cash,31.550108932461875
R11031,D066,U210,Chennai,2025-07-21,13.05,691.12,Completed,3.5,Card,52.959386973180074
R11032,D033,U165,Bengaluru,2025-07-04,9.79,549.64,Cancelled,3.0,UPI,56.14300306435138
R11033,D284,U556,Bengaluru,2025-10-04,11.22,236.15,Completed,5.0,UPI,21.04723707664884
R11034,D020,U596,Pune,2025-09-02,15.88,744.06,Completed,4.6,Cash,46.85516372795969
R11035,D114,U442,Bengaluru,2025-08-29,3.22,339.26,Completed,4.7,UPI,105.36024844720497
R11036,D256,U776,Chennai,2025-08-05,10.99,400.34,Completed,3.5,Cash,36.427661510464056
R11037,D086,U545,Bengaluru,2025-08-16,17.48,652.28,Completed,4.6,Cash,37.315789473684205
R11038,D210,U629,Pune,2025-07-27,9.88,576.97,Completed,4.7,UPI,58.39777327935222
R11039,D012,U041,Kochi,2025-07-29,2.07,508.27,Cancelled,4.8,Cash,245.54106280193238
R11040,D144,U425,Kochi,2025-09-11,7.33,354.46,Completed,3.5,UPI,48.35743519781719
R11041,D031,U429,Pune,2025-10-02,12.29,71.01,Completed,4.2,UPI,5.777868185516681
R11042,D216,U534,Kochi,2025-07-23,8.61,188.41,Completed,4.5,UPI,21.88269454123113
R11043,D018,U539,Chennai,2025-07-23,8.54,735.54,Completed,4.1,UPI,86.1288056206089
R11044,D204,U124,Chennai,2025-08-07,14.69,216.22,Completed,3.8,UPI,14.718856364874064
R11045,D131,U131,Chennai,2025-09-29,6.62,712.87,Completed,4.2,Cash,107.68429003021149
R11046,D124,U748,Kochi,2025-07-18,19.93,74.71,Completed,3.4,Cash,3.7486201705970896
R11047,D286,U616,Bengaluru,2025-08-15,5.1,584.93,Completed,4.1,UPI,114.6921568627451
R11048,D226,U091,Pune,2025-08-04,18.52,472.14,Completed,3.1,UPI,25.49352051835853
R11049,D043,U368,Kochi,2025-07-18,10.51,489.77,Completed,3.1,Cash,46.600380589914366
R11050,D213,U768,Kochi,2025-09-10,5.16,319.46,Completed,4.0,Cash,61.910852713178286
R11051,D141,U344,Chennai,2025-09-14,6.69,457.81,Cancelled,3.5,Cash,68.43198804185351
R11052,D064,U440,Bengaluru,2025-09-01,7.4,275.24,Completed,4.9,UPI,37.19459459459459
R11053,D002,U704,Kochi,2025-07-12,5.2,430.5,Completed,3.5,UPI,82.78846153846153
R11054,D026,U620,Bengaluru,2025-07-24,16.1,165.08,Completed,4.9,UPI,10.253416149068324
R11055,D159,U090,Chennai,2025-09-21,7.88,641.09,Completed,4.7,UPI,81.35659898477158
R11056,D067,U578,Bengaluru,2025-07-21,18.53,329.76,Completed,4.7,Card,17.79600647598489
R11057,D196,U325,Bengaluru,2025-07-17,16.1,70.66,Completed,3.2,Cash,4.388819875776397
R11058,D230,U240,Kochi,2025-08-09,1.47,763.88,Completed,3.4,UPI,519.6462585034013
R11059,D232,U784,Bengaluru,2025-07-12,6.84,449.82,Completed,3.1,Card,65.76315789473684
R11060,D167,U643,Kochi,2025-08-18,14.92,298.3,Completed,4.0,UPI,19.99329758713137
R11061,D277,U533,Chennai,2025-08-05,13.22,184.15,Completed,3.1,UPI,13.92965204236006
R11062,D067,U362,Hyderabad,2025-10-02,10.03,662.73,Completed,4.7,Cash,66.07477567298106
R11063,D102,U429,Chennai,2025-07-29,2.89,595.09,Completed,3.2,UPI,205.9134948096886
R11064,D025,U272,Pune,2025-07-07,19.4,116.28,Completed,3.3,UPI,5.993814432989692
R11065,D229,U054,Bengaluru,2025-08-04,7.31,241.31,Completed,3.5,Cash,33.0109439124487
R11066,D083,U326,Kochi,2025-08-06,17.09,433.94,Completed,3.2,Card,25.391456992393213
R11067,D194,U170,Hyderabad,2025-08-04,15.99,504.47,Completed,3.1,Cash,31.549093183239528
R11068,D021,U476,Chennai,2025-08-15,19.68,759.53,Cancelled,3.5,Cash,38.59400406504065
R11069,D094,U353,Hyderabad,2025-07-02,9.49,172.07,Completed,3.2,Cash,18.13171759747102
R11070,D045,U685,Chennai,2025-10-04,5.75,345.51,Completed,4.6,UPI,60.08869565217391
R11071,D108,U784,Pune,2025-08-18,19.16,622.98,Cancelled,3.0,UPI,32.51461377870564
R11072,D237,U455,Hyderabad,2025-10-07,8.76,725.83,Completed,4.4,UPI,82.85730593607306
R11073,D018,U606,Pune,2025-08-10,7.48,187.89,Completed,3.3,Cash,25.11898395721925
R11074,D017,U507,Bengaluru,2025-08-01,3.5,150.83,Completed,3.3,Cash,43.09428571428572
R11075,D119,U666,Bengaluru,2025-07-07,12.76,391.32,Cancelled,3.3,UPI,30.66771159874608
R11076,D261,U382,Bengaluru,2025-07-12,9.17,400.11,Completed,4.1,Cash,43.63249727371865
R11077,D011,U304,Chennai,2025-09-12,18.39,254.36,Cancelled,4.2,UPI,13.831430125067971
R11078,D198,U743,Hyderabad,2025-07-22,19.1,605.38,Completed,3.9,Cash,31.69528795811518
R11079,D295,U433,Hyderabad,2025-07-20,11.32,677.28,Completed,3.6,Cash,59.830388692579504
R11080,D052,U572,Pune,2025-10-04,14.69,194.57,Completed,3.7,UPI,13.245064669843432
R11081,D239,U282,Hyderabad,2025-09-17,15.89,745.89,Completed,4.4,Card,46.94084329767149
R11082,D153,U229,Pune,2025-08-05,17.59,118.0,Completed,4.1,UPI,6.708357021034679
R11083,D018,U797,Pune,2025-09-30,2.15,403.64,Completed,3.6,UPI,187.73953488372092
R11084,D103,U017,Bengaluru,2025-07-25,2.06,486.84,Completed,4.3,Cash,236.33009708737862
R11085,D129,U664,Bengaluru,2025-09-18,18.13,783.94,Completed,4.3,UPI,43.23993381136239
R11086,D221,U435,Bengaluru,2025-07-30,8.13,399.22,Completed,3.3,UPI,49.104551045510455
R11087,D094,U766,Chennai,2025-09-06,16.68,676.12,Completed,3.6,Cash,40.534772182254194
R11088,D264,U651,Bengaluru,2025-09-05,9.45,561.55,Completed,3.1,UPI,59.423280423280424
R11089,D170,U648,Pune,2025-09-06,17.29,339.45,Completed,3.7,Cash,19.632735685367265
R11090,D093,U309,Pune,2025-08-12,12.2,535.91,Cancelled,3.8,Cash,43.92704918032787
R11091,D156,U511,Hyderabad,2025-09-19,3.2,707.53,Completed,3.2,Cash,221.10312499999998
R11092,D064,U567,Pune,2025-09-04,19.15,533.32,Completed,3.7,UPI,27.849608355091387
R11093,D259,U170,Kochi,2025-07-22,8.71,770.04,Completed,4.4,UPI,88.40872560275544
R11094,D054,U145,Hyderabad,2025-07-18,19.94,739.66,Completed,3.6,UPI,37.09428284854563
R11095,D164,U378,Bengaluru,2025-09-02,6.52,122.4,Completed,3.7,UPI,18.77300613496933
R11096,D201,U379,Kochi,2025-08-26,15.83,757.44,Completed,4.7,Cash,47.848389134554644
R11097,D273,U278,Chennai,2025-07-03,15.83,100.77,Cancelled,3.1,UPI,6.365761212886923
R11098,D196,U712,Kochi,2025-08-22,10.89,599.08,Completed,4.8,UPI,55.0119375573921
