ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode
R10978,D078,U409,Bengaluru,2025-08-08,14.15,436.23,Completed,4.8,UPI
R10979,D276,U473,Hyderabad,2025-07-15,5.77,233.62,Completed,3.7,UPI
R10980,D287,U467,Bengaluru,2025-09-29,1.79,595.1,Completed,3.1,Card
R10981,D141,U309,Hyderabad,2025-09-06,13.38,254.71,Completed,4.8,UPI
R10982,D184,U785,Hyderabad,2025-07-03,15.02,645.42,Completed,4.1,UPI
R10983,D171,U491,Pune,2025-07-01,19.02,291.52,Completed,4.4,UPI
R10984,D010,U173,Pune,2025-08-19,2.96,743.57,Completed,3.7,UPI
R10985,D167,U078,Chennai,2025-10-07,14.79,293.16,Completed,3.6,Cash
R10986,D005,U770,Hyderabad,2025-07-10,11.23,241.36,Completed,3.5,UPI
R10987,D037,U757,Bengaluru,2025-08-16,16.71,604.43,Completed,4.4,UPI
R10988,D263,U592,Pune,2025-10-07,6.96,184.13,Completed,3.1,UPI
R10989,D112,U022,Kochi,2025-07-16,17.02,228.45,Completed,3.1,Cash
R10990,D178,U764,Hyderabad,2025-10-09,12.19,495.73,Completed,4.3,UPI
R10991,D103,U009,Kochi,2025-09-25,1.85,682.0,Cancelled,4.8,UPI
R10992,D045,U185,Chennai,2025-09-12,15.66,462.27,Completed,3.7,UPI
R10993,D171,U519,Kochi,2025-07-21,10.8,112.19,Completed,4.1,UPI
R10994,D154,U393,Chennai,2025-08-20,16.46,689.65,Cancelled,4.9,UPI
R10995,D232,U339,Pune,2025-09-19,5.63,681.9,Completed,3.8,UPI
R10996,D158,U668,Pune,2025-08-30,16.07,359.57,Completed,3.8,UPI
R10997,D117,U095,Pune,2025-07-06,5.54,585.18,Completed,4.7,Cash
R10998,D277,U663,Kochi,2025-09-11,4.18,726.35,Completed,3.8,Card
R10999,D086,U353,Pune,2025-08-26,15.99,181.66,Completed,4.0,UPI
R11000,D076,U578,Kochi,2025-08-30,7.16,136.66,Cancelled,4.6,Cash
R11001,D196,U677,Chennai,2025-08-14,2.46,63.31,Completed,4.5,Cash
R11002,D035,U595,Hyderabad,2025-08-13,11.95,194.97,Cancelled,3.4,UPI
R11003,D053,U255,Chennai,2025-07-29,1.14,59.86,Completed,3.4,Cash
R11004,D099,U394,Bengaluru,2025-07-07,13.74,314.59,Completed,3.1,UPI
R11005,D084,U307,Chennai,2025-09-14,9.56,617.06,Completed,4.4,UPI
R11006,D172,U766,Chennai,2025-09-03,15.26,655.72,Completed,3.3,Cash
R11007,D053,U798,Kochi,2025-10-08,15.19,697.62,Completed,4.9,UPI
R11008,D002,U188,Pune,2025-08-10,9.38,445.65,Completed,4.4,Cash
R11009,D214,U099,Kochi,2025-09-20,8.36,279.67,Completed,3.1,UPI
R11010,D177,U393,Hyderabad,2025-07-25,16.12,214.86,Completed,4.8,Cash
R11011,D089,U199,Hyderabad,2025-08-20,1.79,738.51,Completed,4.3,UPI
R11012,D274,U623,Chennai,2025-10-06,3.61,723.19,Cancelled,4.4,UPI
R11013,D246,U359,Kochi,2025-07-04,17.18,390.53,Cancelled,3.9,UPI
R11014,D246,U753,Chennai,2025-07-15,15.83,212.58,Completed,4.0,UPI
R11015,D280,U382,Bengaluru,2025-09-16,9.7,309.52,Completed,4.4,Cash
R11016,D174,U718,Chennai,2025-09-14,19.72,162.42,Completed,4.9,Cash
R11017,D148,U107,Chennai,2025-09-19,9.09,306.66,Completed,3.0,UPI
R11018,D223,U420,Pune,2025-08-12,13.67,313.7,Completed,4.0,UPI
R11019,D075,U151,Pune,2025-08-14,11.55,87.81,Completed,3.4,Cash
R11020,D280,U426,Kochi,2025-08-13,19.61,342.72,Completed,4.2,Card
R11021,D158,U517,Kochi,2025-09-11,5.38,597.25,Completed,4.1,UPI
R11022,D092,U172,Bengaluru,2025-09-25,9.02,200.14,Completed,3.2,UPI
R11023,D131,U271,Chennai,2025-08-18,10.24,62.6,Cancelled,3.3,Card
R11024,D098,U773,Pune,2025-09-08,5.22,442.29,Completed,4.9,Cash
R11025,D138,U092,Pune,2025-10-04,7.35,574.09,Completed,3.3,Cash
R11026,D105,U374,Kochi,2025-09-03,4.52,282.59,Completed,3.0,Card
R11027,D246,U645,Bengaluru,2025-07-09,4.83,80.16,Completed,3.3,UPI
R11028,D267,U171,Kochi,2025-10-06,16.7,627.91,Completed,4.3,UPI
R11029,D052,U417,Chennai,2025-08-01,18.94,211.26,Completed,3.4,Cash
R11030,D090,U016,Bengaluru,2025-08-03,9.18,289.63,Completed,4.8,Cash
R11031,D066,U210,Chennai,2025-07-21,13.05,691.12,Completed,3.5,Card
R11032,D033,U165,Bengaluru,2025-07-04,9.79,549.64,Cancelled,3.0,UPI
R11033,D284,U556,Bengaluru,2025-10-04,11.22,236.15,Completed,5.0,UPI
R11034,D020,U596,Pune,2025-09-02,15.88,744.06,Completed,4.6,Cash
R11035,D114,U442,Bengaluru,2025-08-29,3.22,339.26,Completed,4.7,UPI
R11036,D256,U776,Chennai,2025-08-05,10.99,400.34,Completed,3.5,Cash
R11037,D086,U545,Bengaluru,2025-08-16,17.48,652.28,Completed,4.6,Cash
R11038,D210,U629,Pune,2025-07-27,9.88,576.97,Completed,4.7,UPI
R11039,D012,U041,Kochi,2025-07-29,2.07,508.27,Cancelled,4.8,Cash
R11040,D144,U425,Kochi,2025-09-11,7.33,354.46,Completed,3.5,UPI
R11041,D031,U429,Pune,2025-10-02,12.29,71.01,Completed,4.2,UPI
R11042,D216,U534,Kochi,2025-07-23,8.61,188.41,Completed,4.5,UPI
R11043,D018,U539,Chennai,2025-07-23,8.54,735.54,Completed,4.1,UPI
R11044,D204,U124,Chennai,2025-08-07,14.69,216.22,Completed,3.8,UPI
R11045,D131,U131,Chennai,2025-09-29,6.62,712.87,Completed,4.2,Cash
R11046,D124,U748,Kochi,2025-07-18,19.93,74.71,Completed,3.4,Cash
R11047,D286,U616,Bengaluru,2025-08-15,5.1,584.93,Completed,4.1,UPI
R11048,D226,U091,Pune,2025-08-04,18.52,472.14,Completed,3.1,UPI
R11049,D043,U368,Kochi,2025-07-18,10.51,489.77,Completed,3.1,Cash
R11050,D213,U768,Kochi,2025-09-10,5.16,319.46,Completed,4.0,Cash
R11051,D141,U344,Chennai,2025-09-14,6.69,457.81,Cancelled,3.5,Cash
R11052,D064,U440,Bengaluru,2025-09-01,7.4,275.24,Completed,4.9,UPI
R11053,D002,U704,Kochi,2025-07-12,5.2,430.5,Completed,3.5,UPI
R11054,D026,U620,Bengaluru,2025-07-24,16.1,165.08,Completed,4.9,UPI
R11055,D159,U090,Chennai,2025-09-21,7.88,641.09,Completed,4.7,UPI
R11056,D067,U578,Bengaluru,2025-07-21,18.53,329.76,Completed,4.7,Card
R11057,D196,U325,Bengaluru,2025-07-17,16.1,70.66,Completed,3.2,Cash
R11058,D230,U240,Kochi,2025-08-09,1.47,763.88,Completed,3.4,UPI
R11059,D232,U784,Bengaluru,2025-07-12,6.84,449.82,Completed,3.1,Card
R11060,D167,U643,Kochi,2025-08-18,14.92,298.3,Completed,4.0,UPI
R11061,D277,U533,Chennai,2025-08-05,13.22,184.15,Completed,3.1,UPI
R11062,D067,U362,Hyderabad,2025-10-02,10.03,662.73,Completed,4.7,Cash
R11063,D102,U429,Chennai,2025-07-29,2.89,595.09,Completed,3.2,UPI
R11064,D025,U272,Pune,2025-07-07,19.4,116.28,Completed,3.3,UPI
R11065,D229,U054,Bengaluru,2025-08-04,7.31,241.31,Completed,3.5,Cash
R11066,D083,U326,Kochi,2025-08-06,17.09,433.94,Completed,3.2,Card
R11067,D194,U170,Hyderabad,2025-08-04,15.99,504.47,Completed,3.1,Cash
R11068,D021,U476,Chennai,2025-08-15,19.68,759.53,Cancelled,3.5,Cash
R11069,D094,U353,Hyderabad,2025-07-02,9.49,172.07,Completed,3.2,Cash
R11070,D045,U685,Chennai,2025-10-04,5.75,345.51,Completed,4.6,UPI
R11071,D108,U784,Pune,2025-08-18,19.16,622.98,Cancelled,3.0,UPI
R11072,D237,U455,Hyderabad,2025-10-07,8.76,725.83,Completed,4.4,UPI
R11073,D018,U606,Pune,2025-08-10,7.48,187.89,Completed,3.3,Cash
R11074,D017,U507,Bengaluru,2025-08-01,3.5,150.83,Completed,3.3,Cash
R11075,D119,U666,Bengaluru,2025-07-07,12.76,391.32,Cancelled,3.3,UPI
R11076,D261,U382,Bengaluru,2025-07-12,9.17,400.11,Completed,4.1,Cash
R11077,D011,U304,Chennai,2025-09-12,18.39,254.36,Cancelled,4.2,UPI
R11078,D198,U743,Hyderabad,2025-07-22,19.1,605.38,Completed,3.9,Cash
R11079,D295,U433,Hyderabad,2025-07-20,11.32,677.28,Completed,3.6,Cash
R11080,D052,U572,Pune,2025-10-04,14.69,194.57,Completed,3.7,UPI
R11081,D239,U282,Hyderabad,2025-09-17,15.89,745.89,Completed,4.4,Card
R11082,D153,U229,Pune,2025-08-05,17.59,118.0,Completed,4.1,UPI
R11083,D018,U797,Pune,2025-09-30,2.15,403.64,Completed,3.6,UPI
R11084,D103,U017,Bengaluru,2025-07-25,2.06,486.84,Completed,4.3,Cash
R11085,D129,U664,Bengaluru,2025-09-18,18.13,783.94,Completed,4.3,UPI
R11086,D221,U435,Bengaluru,2025-07-30,8.13,399.22,Completed,3.3,UPI
R11087,D094,U766,Chennai,2025-09-06,16.68,676.12,Completed,3.6,Cash
R11088,D264,U651,Bengaluru,2025-09-05,9.45,561.55,Completed,3.1,UPI
R11089,D170,U648,Pune,2025-09-06,17.29,339.45,Completed,3.7,Cash
R11090,D093,U309,Pune,2025-08-12,12.2,535.91,Cancelled,3.8,Cash
R11091,D156,U511,Hyderabad,2025-09-19,3.2,707.53,Completed,3.2,Cash
R11092,D064,U567,Pune,2025-09-04,19.15,533.32,Completed,3.7,UPI
R11093,D259,U170,Kochi,2025-07-22,8.71,770.04,Completed,4.4,UPI
R11094,D054,U145,Hyderabad,2025-07-18,19.94,739.66,Completed,3.6,UPI
R11095,D164,U378,Bengaluru,2025-09-02,6.52,122.4,Completed,3.7,UPI
R11096,D201,U379,Kochi,2025-08-26,15.83,757.44,Completed,4.7,Cash
R11097,D273,U278,Chennai,2025-07-03,15.83,100.77,Cancelled,3.1,UPI
R11098,D196,U712,Kochi,2025-08-22,10.89,599.08,Completed,4.8,UPI
R11099,D197,U625,Chennai,2025-09-08,5.31,121.32,Completed,3.3,UPI
R11100,D269,U428,Pune,2025-08-16,5.28,52.06,Completed,3.7,Card
R11101,D127,U415,Hyderabad,2025-09-24,5.37,536.45,Completed,3.1,UPI
R11102,D029,U473,Hyderabad,2025-07-30,4.6,722.42,Completed,3.9,UPI
R11103,D122,U178,Bengaluru,2025-10-07,8.07,264.84,Completed,3.3,Cash
R11104,D217,U420,Chennai,2025-07-19,16.64,264.94,Completed,3.6,UPI
R11105,D093,U343,Chennai,2025-10-01,3.94,504.43,Completed,4.9,UPI
R11106,D152,U097,Pune,2025-07-13,18.52,153.28,Completed,4.0,UPI
R11107,D100,U028,Kochi,2025-08-06,12.2,677.27,Cancelled,5.0,Cash
R11108,D075,U525,Hyderabad,2025-08-21,17.94,569.55,Cancelled,4.6,UPI
R11109,D042,U098,Pune,2025-09-07,14.42,120.12,Completed,4.6,UPI
R11110,D149,U049,Bengaluru,2025-09-12,14.8,529.36,Completed,5.0,Card
R11111,D087,U493,Hyderabad,2025-08-15,8.48,521.45,Completed,4.0,UPI
R11112,D011,U203,Kochi,2025-07-12,17.18,87.57,Cancelled,4.8,UPI
R11113,D137,U717,Kochi,2025-10-05,6.73,135.72,Completed,3.7,UPI
R11114,D074,U289,Pune,2025-08-18,10.87,564.24,Completed,4.3,UPI
R11115,D144,U069,Chennai,2025-08-19,2.6,486.41,Completed,4.7,UPI
R11116,D031,U784,Chennai,2025-07-21,5.19,571.93,Completed,4.5,UPI
R11117,D074,U130,Pune,2025-07-06,16.82,185.94,Completed,4.3,Cash
R11118,D224,U415,Hyderabad,2025-09-22,2.96,139.94,Cancelled,4.8,Cash
R11119,D135,U326,Pune,2025-09-04,8.45,91.86,Completed,4.1,UPI
R11120,D076,U796,Chennai,2025-09-29,16.89,555.65,Completed,3.0,Cash
R11121,D281,U037,Kochi,2025-07-23,1.92,346.72,Completed,3.4,UPI
R11122,D184,U763,Pune,2025-08-25,2.48,88.62,Completed,4.5,UPI
R11123,D209,U253,Pune,2025-07-25,18.26,354.37,Completed,3.1,Cash
R11124,D028,U510,Chennai,2025-09-13,8.29,194.45,Completed,3.4,UPI
R11125,D204,U661,Chennai,2025-09-30,19.24,473.42,Completed,3.4,Cash
R11126,D131,U512,Chennai,2025-07-19,12.74,154.56,Completed,3.3,UPI
R11127,D204,U749,Hyderabad,2025-08-01,6.02,52.25,Completed,4.1,Cash
R11128,D099,U598,Hyderabad,2025-08-05,9.6,87.53,Completed,3.8,UPI
R11129,D078,U046,Chennai,2025-09-16,4.41,583.0,Completed,3.4,Cash
R11130,D270,U408,Bengaluru,2025-09-15,17.3,200.1,Completed,3.2,UPI
R11131,D168,U264,Kochi,2025-09-02,9.01,615.29,Cancelled,4.4,UPI
R11132,D109,U571,Chennai,2025-09-10,3.43,557.77,Completed,4.9,UPI
R11133,D161,U563,Bengaluru,2025-08-14,3.51,738.84,Completed,3.0,Cash
R11134,D107,U294,Pune,2025-07-16,15.13,187.72,Completed,3.7,Cash
R11135,D075,U626,Kochi,2025-09-20,8.86,444.97,Cancelled,3.6,Card
R11136,D057,U383,Bengaluru,2025-08-09,15.39,755.95,Completed,3.2,Cash
R11137,D004,U239,Bengaluru,2025-09-30,14.09,794.18,Completed,4.9,UPI
R11138,D069,U176,Bengaluru,2025-09-23,11.45,376.33,Completed,4.6,Cash
R11139,D078,U424,Hyderabad,2025-10-02,6.49,281.15,Completed,3.0,UPI
R11140,D078,U183,Chennai,2025-08-28,14.82,160.65,Completed,4.2,UPI
R11141,D054,U307,Hyderabad,2025-08-24,1.09,685.81,Cancelled,3.3,UPI
R11142,D077,U358,Bengaluru,2025-09-21,18.42,647.96,Completed,3.9,Cash
R11143,D227,U107,Chennai,2025-08-25,8.71,673.65,Completed,3.2,Cash
R11144,D057,U149,Hyderabad,2025-08-23,7.94,116.22,Completed,4.8,UPI
R11145,D004,U343,Chennai,2025-10-04,1.87,237.64,Completed,3.3,UPI
R11146,D140,U175,Kochi,2025-10-05,9.73,606.79,Completed,4.6,Card
R11147,D042,U716,Hyderabad,2025-09-21,16.85,276.53,Completed,4.6,Cash
R11148,D051,U674,Chennai,2025-07-31,4.19,388.41,Completed,4.2,Cash
R11149,D226,U452,Kochi,2025-07-23,10.26,385.96,Completed,4.6,Cash
R11150,D081,U026,Kochi,2025-07-10,10.35,689.07,Completed,3.2,UPI
R11151,D068,U702,Pune,2025-09-30,6.46,439.46,Completed,4.8,UPI
R11152,D250,U093,Hyderabad,2025-07-29,1.45,793.61,Completed,3.7,Cash
R11153,D235,U621,Hyderabad,2025-08-07,14.76,578.21,Completed,4.6,UPI
R11154,D041,U438,Bengaluru,2025-08-13,10.11,695.25,Completed,4.5,UPI
R11155,D262,U066,Kochi,2025-07-28,13.2,436.62,Completed,4.7,Cash
R11156,D011,U560,Pune,2025-09-08,3.87,66.9,Completed,4.2,UPI
R11157,D171,U629,Kochi,2025-08-15,7.51,209.35,Completed,4.3,UPI
R11158,D033,U124,Kochi,2025-07-26,12.41,581.92,Cancelled,3.1,Cash
R11159,D137,U598,Kochi,2025-07-01,10.68,705.63,Completed,4.7,UPI
R11160,D132,U010,Hyderabad,2025-07-08,3.14,125.89,Completed,3.2,Cash
R11161,D105,U488,Hyderabad,2025-07-05,12.84,586.1,Completed,4.6,Cash
R11162,D251,U592,Chennai,2025-08-30,18.93,287.27,Completed,4.7,UPI
R11163,D276,U634,Pune,2025-08-30,2.2,560.97,Completed,4.6,UPI
R11164,D249,U307,Bengaluru,2025-09-11,7.89,698.25,Cancelled,4.3,UPI
R11165,D192,U422,Chennai,2025-08-28,11.87,285.83,Completed,3.4,UPI
R11166,D171,U728,Kochi,2025-08-24,19.29,425.9,Completed,4.3,Card
R11167,D207,U659,Chennai,2025-09-21,11.93,526.35,Completed,4.8,Card
R11168,D160,U467,Hyderabad,2025-07-22,7.58,509.51,Completed,3.2,Card
R11169,D171,U349,Kochi,2025-08-24,17.94,761.95,Completed,3.1,Card
R11170,D104,U116,Pune,2025-08-05,19.53,604.5,Completed,3.3,UPI
R11171,D163,U178,Chennai,2025-09-27,1.35,61.25,Completed,4.9,Cash
R11172,D212,U251,Bengaluru,2025-07-28,15.09,200.2,Completed,4.1,UPI
R11173,D172,U600,Chennai,2025-09-14,11.77,609.68,Completed,3.4,Cash
R11174,D064,U279,Bengaluru,2025-09-10,17.47,232.09,Completed,3.6,UPI
R11175,D099,U575,Pune,2025-09-26,13.82,684.29,Completed,4.5,Cash
R11176,D137,U379,Kochi,2025-10-08,19.16,240.96,Completed,4.0,UPI
R11177,D001,U327,Hyderabad,2025-07-18,7.62,783.44,Completed,4.3,Card
R11178,D183,U733,Kochi,2025-08-27,16.83,559.18,Completed,3.5,Cash
R11179,D263,U512,Pune,2025-07-20,16.84,96.68,Completed,4.3,Cash
R11180,D129,U289,Pune,2025-09-09,5.03,674.18,Completed,3.9,UPI
R11181,D295,U316,Hyderabad,2025-07-31,8.84,427.21,Completed,3.9,UPI
R11182,D218,U483,Pune,2025-08-20,16.51,365.09,Completed,4.5,Cash
R11183,D060,U707,Chennai,2025-08-25,7.29,779.98,Cancelled,3.3,UPI
R11184,D128,U477,Pune,2025-08-27,16.97,318.41,Completed,3.8,Card
R11185,D093,U084,Chennai,2025-07-16,14.96,105.66,Completed,3.4,Cash
R11186,D010,U318,Pune,2025-08-07,9.12,520.93,Completed,4.3,Cash
R11187,D048,U306,Hyderabad,2025-08-24,4.07,595.02,Completed,3.0,Cash
R11188,D026,U757,Bengaluru,2025-10-06,14.91,479.81,Completed,5.0,UPI
R11189,D229,U368,Bengaluru,2025-09-25,12.66,486.42,Completed,3.2,UPI
R11190,D266,U038,Kochi,2025-08-13,2.02,728.33,Completed,4.0,Cash
R11191,D114,U500,Chennai,2025-07-25,11.94,492.28,Completed,3.7,Card
R11192,D153,U096,Bengaluru,2025-07-10,5.91,621.03,Completed,4.9,UPI
R11193,D165,U729,Kochi,2025-07-01,16.51,129.0,Completed,4.5,UPI
R11194,D014,U470,Chennai,2025-09-21,11.73,749.33,Completed,3.8,Cash
R11195,D145,U714,Pune,2025-09-19,10.71,81.02,Completed,3.5,UPI
R11196,D112,U301,Kochi,2025-10-08,18.54,536.73,Completed,4.4,UPI
R11197,D209,U273,Hyderabad,2025-07-05,18.87,726.9,Completed,4.9,UPI
R11198,D113,U251,Bengaluru,2025-07-24,14.62,489.62,Completed,3.2,Cash
R11199,D069,U416,Bengaluru,2025-07-29,10.14,70.18,Completed,3.6,UPI
